BorrowFrequency,CategoryAffinity,BookPopularity,RecommendationScore
0.0,23.157894,273.6842,0.5459166
0.0,23.157894,294.73685,0.55801386
0.0,23.157894,315.78946,0.57004267
0.0,23.157894,336.8421,0.5819892
0.0,23.157894,357.89474,0.5938406
0.0,23.157894,378.94736,0.60558367
0.0,23.157894,400.0,0.61720604
0.0,25.263159,0.0,0.33231595
0.0,25.263159,21.052631,0.40167692
0.0,25.263159,42.105263,0.40186843
0.0,25.263159,63.157894,0.4158431
0.0,25.263159,84.210526,0.43242708
0.0,25.263159,105.26316,0.44633645
0.0,25.263159,126.31579,0.4589535
0.0,25.263159,147.36842,0.47112677
0.0,25.263159,168.42105,0.48333457
0.0,25.263159,189.47368,0.49556214
0.0,25.263159,210.52632,0.50779194
0.0,25.263159,231.57895,0.520012
0.0,25.263159,252.63158,0.532208
0.0,25.263159,273.6842,0.5443657
0.0,25.263159,294.73685,0.55647093
0.0,25.263159,315.78946,0.5685092
0.0,25.263159,336.8421,0.58046705
0.0,25.263159,357.89474,0.5923313
0.0,25.263159,378.94736,0.60408914
0.0,25.263159,400.0,0.6157276
0.0,27.368422,0.0,0.33241308
0.0,27.368422,21.052631,0.39940327
0.0,27.368422,42.105263,0.39973074
0.0,27.368422,63.157894,0.41399685
0.0,27.368422,84.210526,0.43037087
0.0,27.368422,105.26316,0.44470608
0.0,27.368422,126.31579,0.45740038
0.0,27.368422,147.36842,0.46956828
0.0,27.368422,168.42105,0.48177242
0.0,27.368422,189.47368,0.49399838
0.0,27.368422,210.52632,0.5062289
0.0,27.368422,231.57895,0.518451
0.0,27.368422,252.63158,0.53065085
0.0,27.368422,273.6842,0.5428144
0.0,27.368422,294.73685,0.554927
0.0,27.368422,315.78946,0.5669746
0.0,27.368422,336.8421,0.5789433
0.0,27.368422,357.89474,0.59082043
0.0,27.368422,378.94736,0.6025924
0.0,27.368422,400.0,0.6142467
0.0,29.473684,0.0,0.33251014
0.0,29.473684,21.052631,0.39713404
0.0,29.473684,42.105263,0.39759684
0.0,29.473684,63.157894,0.4121531
0.0,29.473684,84.210526,0.42831698
0.0,29.473684,105.26316,0.44307697
0.0,29.473684,126.31579,0.45584816
0.0,29.473684,147.36842,0.4680104
0.0,29.473684,168.42105,0.48021066
0.0,29.473684,189.47368,0.49243462
0.0,29.473684,210.52632,0.5046657
0.0,29.473684,231.57895,0.51688945
0.0,29.473684,252.63158,0.5290929
0.0,29.473684,273.6842,0.54126185
0.0,29.473684,294.73685,0.5533817
0.0,29.473684,315.78946,0.5654385
0.0,29.473684,336.8421,0.5774181
0.0,29.473684,357.89474,0.58930767
0.0,29.473684,378.94736,0.6010937
0.0,29.473684,400.0,0.6127639
0.0,31.578947,0.0,0.33230036
0.0,31.578947,21.052631,0.39486915
0.0,31.578947,42.105263,0.39546683
0.0,31.578947,63.157894,0.41031176
0.0,31.578947,84.210526,0.42637536
0.0,31.578947,105.26316,0.44144914
0.0,31.578947,126.31579,0.454275
0.0,31.578947,147.36842,0.46645302
0.0,31.578947,168.42105,0.47864932
0.0,31.578947,189.47368,0.49087098
0.0,31.578947,210.52632,0.50310224
0.0,31.578947,231.57895,0.5153277
0.0,31.578947,252.63158,0.5275345
0.0,31.578947,273.6842,0.53970885
0.0,31.578947,294.73685,0.5518357
0.0,31.578947,315.78946,0.56390136
0.0,31.578947,336.8421,0.5758916
0.0,31.578947,357.89474,0.58779323
0.0,31.578947,378.94736,0.5995934
0.0,31.578947,400.0,0.61127883
0.0,33.68421,0.0,0.33173543
0.0,33.68421,21.052631,0.3926088
0.0,33.68421,42.105263,0.39336583
0.0,33.68421,63.157894,0.40847296
0.0,33.68421,84.210526,0.42451644
0.0,33.68421,105.26316,0.43978122
0.0,33.68421,126.31579,0.45263943
0.0,33.68421,147.36842,0.46489632
0.0,33.68421,168.42105,0.47708833
0.0,33.68421,189.47368,0.48930776
0.0,33.68421,210.52632,0.5015389
0.0,33.68421,231.57895,0.5137656
0.0,33.68421,252.63158,0.5259756
0.0,33.68421,273.6842,0.5381548
0.0,33.68421,294.73685,0.55028856
0.0,33.68421,315.78946,0.5623627
0.0,33.68421,336.8421,0.5743634
0.0,33.68421,357.89474,0.5862773
0.0,33.68421,378.94736,0.5980909
0.0,33.68421,400.0,0.6097919
0.0,35.789474,0.0,0.3311546
0.0,35.789474,21.052631,0.39035305
0.0,35.789474,42.105263,0.39160016
0.0,35.789474,63.157894,0.40663671
0.0,35.789474,84.210526,0.42265952
0.0,35.789474,105.26316,0.4380923
0.0,35.789474,126.31579,0.4510048
0.0,35.789474,147.36842,0.46334043
0.0,35.789474,168.42105,0.47552785
0.0,35.789474,189.47368,0.48774436
0.0,35.789474,210.52632,0.4999755
0.0,35.789474,231.57895,0.51220316
0.0,35.789474,252.63158,0.52441615
0.0,35.789474,273.6842,0.53659993
0.0,35.789474,294.73685,0.54874045
0.0,35.789474,315.78946,0.5608229
0.0,35.789474,336.8421,0.57283413
0.0,35.789474,357.89474,0.58475965
0.0,35.789474,378.94736,0.5965869
0.0,35.789474,400.0,0.60830283
0.0,37.894737,0.0,0.33063543
0.0,37.894737,21.052631,0.38810188
0.0,37.894737,42.105263,0.38983738
0.0,37.894737,63.157894,0.4048031
0.0,37.894737,84.210526,0.42080492
0.0,37.894737,105.26316,0.43640488
0.0,37.894737,126.31579,0.44937128
0.0,37.894737,147.36842,0.46178514
0.0,37.894737,168.42105,0.4739679
0.0,37.894737,189.47368,0.48618147
0.0,37.894737,210.52632,0.4984116
0.0,37.894737,231.57895,0.5106405
0.0,37.894737,252.63158,0.5228563
0.0,37.894737,273.6842,0.53504485
0.0,37.894737,294.73685,0.54719126
0.0,37.894737,315.78946,0.55928236
0.0,37.894737,336.8421,0.57130295
0.0,37.894737,357.89474,0.58324033
0.0,37.894737,378.94736,0.595081
0.0,37.894737,400.0,0.6068119
0.0,40.0,0.0,0.33013493
0.0,40.0,21.052631,0.3858556
0.0,40.0,42.105263,0.38807935
0.0,40.0,63.157894,0.40297204
0.0,40.0,84.210526,0.41895247
0.0,40.0,105.26316,0.4349307
0.0,40.0,126.31579,0.44773886
0.0,40.0,147.36842,0.46023068
0.0,40.0,168.42105,0.4724083
0.0,40.0,189.47368,0.4846188
0.0,40.0,210.52632,0.49684772
0.0,40.0,231.57895,0.50907767
0.0,40.0,252.63158,0.5212959
0.0,40.0,273.6842,0.53348863
0.0,40.0,294.73685,0.5456415
0.0,40.0,315.78946,0.55774015
0.0,40.0,336.8421,0.56977075
0.0,40.0,357.89474,0.5817193
0.0,40.0,378.94736,0.5935733
0.0,40.0,400.0,0.6053188
7.894737,0.0,0.0,0.31983528
7.894737,0.0,21.052631,0.40520385
7.894737,0.0,42.105263,0.4091267
7.894737,0.0,63.157894,0.42461735
7.894737,0.0,84.210526,0.4410624
7.894737,0.0,105.26316,0.45456883
7.894737,0.0,126.31579,0.46726185
7.894737,0.0,147.36842,0.47946015
7.894737,0.0,168.42105,0.4916812
7.894737,0.0,189.47368,0.5039104
7.894737,0.0,210.52632,0.5161349
7.894737,0.0,231.57895,0.5283402
7.894737,0.0,252.63158,0.5405114
7.894737,0.0,273.6842,0.552635
7.894737,0.0,294.73685,0.56469613
7.894737,0.0,315.78946,0.576681
7.894737,0.0,336.8421,0.5885762
7.894737,0.0,357.89474,0.6003691
7.894737,0.0,378.94736,0.6120467
7.894737,0.0,400.0,0.6235972
7.894737,2.1052632,0.0,0.31806952
7.894737,2.1052632,21.052631,0.40345457
7.894737,2.1052632,42.105263,0.40741202
7.894737,2.1052632,63.157894,0.42288285
7.894737,2.1052632,84.210526,0.4397913
7.894737,2.1052632,105.26316,0.4533755
7.894737,2.1052632,126.31579,0.46570483
7.894737,2.1052632,147.36842,0.47789904
7.894737,2.1052632,168.42105,0.4901184
7.894737,2.1052632,189.47368,0.5023471
7.894737,2.1052632,210.52632,0.5145731
7.894737,2.1052632,231.57895,0.52678156
7.894737,2.1052632,252.63158,0.53895795
7.894737,2.1052632,273.6842,0.55108845
7.894737,2.1052632,294.73685,0.56315804
7.894737,2.1052632,315.78946,0.5751537
7.894737,2.1052632,336.8421,0.5870612
7.894737,2.1052632,357.89474,0.5988677
7.894737,2.1052632,378.94736,0.6105609
7.894737,2.1052632,400.0,0.62212795
7.894737,4.2105265,0.0,0.3163249
7.894737,4.2105265,21.052631,0.4017077
7.894737,4.2105265,42.105263,0.405788
7.894737,4.2105265,63.157894,0.4211509
7.894737,4.2105265,84.210526,0.43852106
7.894737,4.2105265,105.26316,0.45200145
7.894737,4.2105265,126.31579,0.46414852
7.894737,4.2105265,147.36842,0.47633818
7.894737,4.2105265,168.42105,0.48855543
7.894737,4.2105265,189.47368,0.50078356
7.894737,4.2105265,210.52632,0.51301074
7.894737,4.2105265,231.57895,0.52522236
7.894737,4.2105265,252.63158,0.53740364
7.894737,4.2105265,273.6842,0.5495408
7.894737,4.2105265,294.73685,0.56161904
7.894737,4.2105265,315.78946,0.57362485
7.894737,4.2105265,336.8421,0.58554417
7.894737,4.2105265,357.89474,0.5973647
7.894737,4.2105265,378.94736,0.6090727
7.894737,4.2105265,400.0,0.62065655
7.894737,6.3157897,0.0,0.3150508
7.894737,6.3157897,21.052631,0.39996332
7.894737,6.3157897,42.105263,0.40416595
7.894737,6.3157897,63.157894,0.41957363
7.894737,6.3157897,84.210526,0.43725154
7.894737,6.3157897,105.26316,0.45045233
7.894737,6.3157897,126.31579,0.4625928
7.894737,6.3157897,147.36842,0.47477803
7.894737,6.3157897,168.42105,0.48699316
7.894737,6.3157897,189.47368,0.49922028
7.894737,6.3157897,210.52632,0.5114484
7.894737,6.3157897,231.57895,0.5236626
7.894737,6.3157897,252.63158,0.53584874
7.894737,6.3157897,273.6842,0.54799247
7.894737,6.3157897,294.73685,0.56007904
7.894737,6.3157897,315.78946,0.57209456
7.894737,6.3157897,336.8421,0.58402604
7.894737,6.3157897,357.89474,0.5958594
7.894737,6.3157897,378.94736,0.6075826
7.894737,6.3157897,400.0,0.61918336
7.894737,8.421053,0.0,0.31443405
7.894737,8.421053,21.052631,0.3983228
7.894737,8.421053,42.105263,0.40254608
7.894737,8.421053,63.157894,0.41799918
7.894737,8.421053,84.210526,0.43598297
7.894737,8.421053,105.26316,0.4489041
7.894737,8.421053,126.31579,0.46103802
7.894737,8.421053,147.36842,0.4732183
7.894737,8.421053,168.42105,0.4854304
7.894737,8.421053,189.47368,0.49765688
7.894737,8.421053,210.52632,0.50988567
7.894737,8.421053,231.57895,0.5221024
7.894737,8.421053,252.63158,0.5342931
7.894737,8.421053,273.6842,0.54644275
7.894737,8.421053,294.73685,0.55853754
7.894737,8.421053,315.78946,0.5705631
7.894737,8.421053,336.8421,0.5825059
7.894737,8.421053,357.89474,0.59435266
7.894737,8.421053,378.94736,0.6060904
7.894737,8.421053,400.0,0.6177077
7.894737,10.526316,0.0,0.31393254
7.894737,10.526316,21.052631,0.39677984
7.894737,10.526316,42.105263,0.4009283
7.894737,10.526316,63.157894,0.4164264
7.894737,10.526316,84.210526,0.43451664
7.894737,10.526316,105.26316,0.44730234
7.894737,10.526316,126.31579,0.4594839
7.894737,10.526316,147.36842,0.471659
7.894737,10.526316,168.42105,0.48386785
7.894737,10.526316,189.47368,0.4960935
7.894737,10.526316,210.52632,0.50832283
7.894737,10.526316,231.57895,0.52054197
7.894737,10.526316,252.63158,0.5327367
7.894737,10.526316,273.6842,0.54489243
7.894737,10.526316,294.73685,0.55699486
7.894737,10.526316,315.78946,0.5690301
7.894737,10.526316,336.8421,0.580984
7.894737,10.526316,357.89474,0.59284407
7.894737,10.526316,378.94736,0.6045967
7.894737,10.526316,400.0,0.6162296
7.894737,12.631579,0.0,0.3143313
7.894737,12.631579,21.052631,0.39523894
7.894737,12.631579,42.105263,0.39931267
7.894737,12.631579,63.157894,0.4148553
7.894737,12.631579,84.210526,0.43246713
7.894737,12.631579,105.26316,0.44567135
7.894737,12.631579,126.31579,0.45793054
7.894737,12.631579,147.36842,0.47010025
7.894737,12.631579,168.42105,0.4823057
7.894737,12.631579,189.47368,0.49453026
7.894737,12.631579,210.52632,0.50675946
7.894737,12.631579,231.57895,0.5189809
7.894737,12.631579,252.63158,0.53117967
7.894737,12.631579,273.6842,0.54334104
7.894737,12.631579,294.73685,0.5554511
7.894737,12.631579,315.78946,0.5674959
7.894737,12.631579,336.8421,0.5794609
7.894737,12.631579,357.89474,0.59133357
7.894737,12.631579,378.94736,0.60310066
7.894737,12.631579,400.0,0.6147495
7.894737,14.736842,0.0,0.31463364
7.894737,14.736842,21.052631,0.39369908
7.894737,14.736842,42.105263,0.39769924
7.894737,14.736842,63.157894,0.413286
7.894737,14.736842,84.210526,0.43036282
7.894737,14.736842,105.26316,0.4440415
7.894737,14.736842,126.31579,0.45637804
7.894737,14.736842,147.36842,0.46854204
7.894737,14.736842,168.42105,0.4807438
7.894737,14.736842,189.47368,0.4929671
7.894737,14.736842,210.52632,0.50519633
7.894737,14.736842,231.57895,0.51741964
7.894737,14.736842,252.63158,0.5296219
7.894737,14.736842,273.6842,0.54178923
7.894737,14.736842,294.73685,0.5539066
7.894737,14.736842,315.78946,0.5659602
7.894737,14.736842,336.8421,0.5779364
7.894737,14.736842,357.89474,0.5898215
7.894737,14.736842,378.94736,0.60160303
7.894737,14.736842,400.0,0.6132675
7.894737,16.842106,0.0,0.31509003
7.894737,16.842106,21.052631,0.39204746
7.894737,16.842106,42.105263,0.39608797
7.894737,16.842106,63.157894,0.41143438
7.894737,16.842106,84.210526,0.42826107
7.894737,16.842106,105.26316,0.44241294
7.894737,16.842106,126.31579,0.45482635
7.894737,16.842106,147.36842,0.46698457
7.894737,16.842106,168.42105,0.47918227
7.894737,16.842106,189.47368,0.4914041
7.894737,16.842106,210.52632,0.5036331
7.894737,16.842106,231.57895,0.51585793
7.894737,16.842106,252.63158,0.5280638
7.894737,16.842106,273.6842,0.54023623
7.894737,16.842106,294.73685,0.5523609
7.894737,16.842106,315.78946,0.5644234
7.894737,16.842106,336.8421,0.5764101
7.894737,16.842106,357.89474,0.5883076
7.894737,16.842106,378.94736,0.6001031
7.894737,16.842106,400.0,0.61178327
7.894737,18.947369,0.0,0.31555048
7.894737,18.947369,21.052631,0.39041528
7.894737,18.947369,42.105263,0.39447904
7.894737,18.947369,63.157894,0.40940598
7.894737,18.947369,84.210526,0.4261618
7.894737,18.947369,105.26316,0.44078553
7.894737,18.947369,126.31579,0.45327553
7.894737,18.947369,147.36842,0.4654278
7.894737,18.947369,168.42105,0.4776213
7.894737,18.947369,189.47368,0.48984125
7.894737,18.947369,210.52632,0.5020699
7.894737,18.947369,231.57895,0.5142961
7.894737,18.947369,252.63158,0.52650505
7.894737,18.947369,273.6842,0.5386825
7.894737,18.947369,294.73685,0.55081403
7.894737,18.947369,315.78946,0.56288534
7.894737,18.947369,336.8421,0.57488245
7.894737,18.947369,357.89474,0.5867923
7.894737,18.947369,378.94736,0.5986012
7.894737,18.947369,400.0,0.6102969
7.894737,21.052631,0.0,0.31624532
7.894737,21.052631,21.052631,0.3889247
7.894737,21.052631,42.105263,0.3928724
7.894737,21.052631,63.157894,0.4073806
7.894737,21.052631,84.210526,0.42410335
7.894737,21.052631,105.26316,0.43915945
7.894737,21.052631,126.31579,0.45172563
7.894737,21.052631,147.36842,0.4638715
7.894737,21.052631,168.42105,0.4760605
7.894737,21.052631,189.47368,0.488278
7.894737,21.052631,210.52632,0.5005064
7.894737,21.052631,231.57895,0.5127337
7.894737,21.052631,252.63158,0.52494574
7.894737,21.052631,273.6842,0.53712803
7.894737,21.052631,294.73685,0.5492662
7.894737,21.052631,315.78946,0.5613461
7.894737,21.052631,336.8421,0.57335335
7.894737,21.052631,357.89474,0.5852753
7.894737,21.052631,378.94736,0.5970979
7.894737,21.052631,400.0,0.60880876
7.894737,23.157894,0.0,0.31685135
7.894737,23.157894,21.052631,0.38743615
7.894737,23.157894,42.105263,0.39090905
7.894737,23.157894,63.157894,0.40535837
7.894737,23.157894,84.210526,0.4220572
7.894737,23.157894,105.26316,0.43753463
7.894737,23.157894,126.31579,0.45017666
7.894737,23.157894,147.36842,0.46231613
7.894737,23.157894,168.42105,0.47450033
7.894737,23.157894,189.47368,0.48671505
7.894737,23.157894,210.52632,0.49894276
7.894737,23.157894,231.57895,0.5111712
7.894737,23.157894,252.63158,0.52338576
7.894737,23.157894,273.6842,0.53557307
7.894737,23.157894,294.73685,0.5477176
7.894737,23.157894,315.78946,0.55980563
7.894737,23.157894,336.8421,0.57182276
7.894737,23.157894,357.89474,0.5837562
7.894737,23.157894,378.94736,0.5955923
7.894737,23.157894,400.0,0.60731834
7.894737,25.263159,0.0,0.31736237
7.894737,25.263159,21.052631,0.38594973
7.894737,25.263159,42.105263,0.38879183
7.894737,25.263159,63.157894,0.40333942
7.894737,25.263159,84.210526,0.42001387
7.894737,25.263159,105.26316,0.43591124
7.894737,25.263159,126.31579,0.44862878
7.894737,25.263159,147.36842,0.4607614
7.894737,25.263159,168.42105,0.4729406
7.894737,25.263159,189.47368,0.4851522
7.894737,25.263159,210.52632,0.4973797
7.894737,25.263159,231.57895,0.5096084
7.894737,25.263159,252.63158,0.5218258
7.894737,25.263159,273.6842,0.5340172
7.894737,25.263159,294.73685,0.54616785
7.894737,25.263159,315.78946,0.55826396
7.894737,25.263159,336.8421,0.57029116
7.894737,25.263159,357.89474,0.5822358
7.894737,25.263159,378.94736,0.5940856
7.894737,25.263159,400.0,0.6058256
7.894737,27.368422,0.0,0.31778887
7.894737,27.368422,21.052631,0.38446543
7.894737,27.368422,42.105263,0.38667873
7.894737,27.368422,63.157894,0.4013237
7.894737,27.368422,84.210526,0.4179731
7.894737,27.368422,105.26316,0.43428916
7.894737,27.368422,126.31579,0.44707355
7.894737,27.368422,147.36842,0.4592075
7.894737,27.368422,168.42105,0.4713815
7.894737,27.368422,189.47368,0.4835898
7.894737,27.368422,210.52632,0.49581614
7.894737,27.368422,231.57895,0.5080455
7.894737,27.368422,252.63158,0.52026504
7.894737,27.368422,273.6842,0.5324605
7.894737,27.368422,294.73685,0.5446175
7.894737,27.368422,315.78946,0.5567211
7.894737,27.368422,336.8421,0.56875813
7.894737,27.368422,357.89474,0.580714
7.894737,27.368422,378.94736,0.5925762
7.894737,27.368422,400.0,0.6043315
7.894737,29.473684,0.0,0.31821573
7.894737,29.473684,21.052631,0.38244045
