BorrowFrequency,CategoryAffinity,BookPopularity,RecommendationScore
31.578947,31.578947,231.57895,0.47370464
31.578947,31.578947,252.63158,0.48591414
31.578947,31.578947,273.6842,0.49814048
31.578947,31.578947,294.73685,0.5103688
31.578947,31.578947,315.78946,0.5225852
31.578947,31.578947,336.8421,0.5347741
31.578947,31.578947,357.89474,0.5469218
31.578947,31.578947,378.94736,0.5590141
31.578947,31.578947,400.0,0.57103676
31.578947,33.68421,0.0,0.2952497
31.578947,33.68421,21.052631,0.34784824
31.578947,33.68421,42.105263,0.35291532
31.578947,33.68421,63.157894,0.36537066
31.578947,33.68421,84.210526,0.3793803
31.578947,33.68421,105.26316,0.39468762
31.578947,33.68421,126.31579,0.41118675
31.578947,33.68421,147.36842,0.42520288
31.578947,33.68421,168.42105,0.43685934
31.578947,33.68421,189.47368,0.4485796
31.578947,33.68421,210.52632,0.46035743
31.578947,33.68421,231.57895,0.47217935
31.578947,33.68421,252.63158,0.48435202
31.578947,33.68421,273.6842,0.49657702
31.578947,33.68421,294.73685,0.50880617
31.578947,33.68421,315.78946,0.52102464
31.578947,33.68421,336.8421,0.5332181
31.578947,33.68421,357.89474,0.54537195
31.578947,33.68421,378.94736,0.557472
31.578947,33.68421,400.0,0.56950426
31.578947,35.789474,0.0,0.29764342
31.578947,35.789474,21.052631,0.34854272
31.578947,35.789474,42.105263,0.35235512
31.578947,35.789474,63.157894,0.3648417
31.578947,35.789474,84.210526,0.37831312
31.578947,35.789474,105.26316,0.39340368
31.578947,35.789474,126.31579,0.40988547
31.578947,35.789474,147.36842,0.42421556
31.578947,35.789474,168.42105,0.43595004
31.578947,35.789474,189.47368,0.44766545
31.578947,35.789474,210.52632,0.4594391
31.578947,35.789474,231.57895,0.4712583
31.578947,35.789474,252.63158,0.48310676
31.578947,35.789474,273.6842,0.49501362
31.578947,35.789474,294.73685,0.507243
31.578947,35.789474,315.78946,0.5194639
31.578947,35.789474,336.8421,0.5316612
31.578947,35.789474,357.89474,0.5438211
31.578947,35.789474,378.94736,0.5559289
31.578947,35.789474,400.0,0.5679702
31.578947,37.894737,0.0,0.29984036
31.578947,37.894737,21.052631,0.34919003
31.578947,37.894737,42.105263,0.3517954
31.578947,37.894737,63.157894,0.36431316
31.578947,37.894737,84.210526,0.37724727
31.578947,37.894737,105.26316,0.39212114
31.578947,37.894737,126.31579,0.4085853
31.578947,37.894737,147.36842,0.42322898
31.578947,37.894737,168.42105,0.43504107
31.578947,37.894737,189.47368,0.44675136
31.578947,37.894737,210.52632,0.45852086
31.578947,37.894737,231.57895,0.4703372
31.578947,37.894737,252.63158,0.4821849
31.578947,37.894737,273.6842,0.49405026
31.578947,37.894737,294.73685,0.5059223
31.578947,37.894737,315.78946,0.5179027
31.578947,37.894737,336.8421,0.53010374
31.578947,37.894737,357.89474,0.5422692
31.578947,37.894737,378.94736,0.55438447
31.578947,37.894737,400.0,0.5664351
31.578947,40.0,0.0,0.30182168
31.578947,40.0,21.052631,0.34954223
31.578947,40.0,42.105263,0.35123602
31.578947,40.0,63.157894,0.36378488
31.578947,40.0,84.210526,0.37632218
31.578947,40.0,105.26316,0.39084014
31.578947,40.0,126.31579,0.40728655
31.578947,40.0,147.36842,0.42224288
31.578947,40.0,168.42105,0.43413255
31.578947,40.0,189.47368,0.4458376
31.578947,40.0,210.52632,0.45760322
31.578947,40.0,231.57895,0.46941617
31.578947,40.0,252.63158,0.48126286
31.578947,40.0,273.6842,0.49312735
31.578947,40.0,294.73685,0.50499934
31.578947,40.0,315.78946,0.51686597
31.578947,40.0,336.8421,0.52871335
31.578947,40.0,357.89474,0.54071647
31.578947,40.0,378.94736,0.55283886
31.578947,40.0,400.0,0.5648989
39.473682,0.0,0.0,0.26702088
39.473682,0.0,21.052631,0.34412786
39.473682,0.0,42.105263,0.3576687
39.473682,0.0,63.157894,0.37392062
39.473682,0.0,84.210526,0.39071444
39.473682,0.0,105.26316,0.40895346
39.473682,0.0,126.31579,0.42409185
39.473682,0.0,147.36842,0.43713117
39.473682,0.0,168.42105,0.45019177
39.473682,0.0,189.47368,0.4623299
39.473682,0.0,210.52632,0.47451043
39.473682,0.0,231.57895,0.48672155
39.473682,0.0,252.63158,0.49894863
39.473682,0.0,273.6842,0.5111767
39.473682,0.0,294.73685,0.5233915
39.473682,0.0,315.78946,0.5355786
39.473682,0.0,336.8421,0.547723
39.473682,0.0,357.89474,0.5598107
39.473682,0.0,378.94736,0.57182854
39.473682,0.0,400.0,0.58376175
39.473682,2.1052632,0.0,0.2668045
39.473682,2.1052632,21.052631,0.34307736
39.473682,2.1052632,42.105263,0.3562848
39.473682,2.1052632,63.157894,0.37245828
39.473682,2.1052632,84.210526,0.3891291
39.473682,2.1052632,105.26316,0.40734363
39.473682,2.1052632,126.31579,0.42291647
39.473682,2.1052632,147.36842,0.4359472
39.473682,2.1052632,168.42105,0.44864374
39.473682,2.1052632,189.47368,0.4607757
39.473682,2.1052632,210.52632,0.47295147
39.473682,2.1052632,231.57895,0.48515937
39.473682,2.1052632,252.63158,0.4973853
39.473682,2.1052632,273.6842,0.50961393
39.473682,2.1052632,294.73685,0.5218313
39.473682,2.1052632,315.78946,0.53402257
39.473682,2.1052632,336.8421,0.5461733
39.473682,2.1052632,357.89474,0.5582693
39.473682,2.1052632,378.94736,0.5702968
39.473682,2.1052632,400.0,0.58224165
39.473682,4.2105265,0.0,0.26658818
39.473682,4.2105265,21.052631,0.34196845
39.473682,4.2105265,42.105263,0.3549417
39.473682,4.2105265,63.157894,0.3709982
39.473682,4.2105265,84.210526,0.3875462
39.473682,4.2105265,105.26316,0.40573585
39.473682,4.2105265,126.31579,0.42174196
39.473682,4.2105265,147.36842,0.43476373
39.473682,4.2105265,168.42105,0.44709665
39.473682,4.2105265,189.47368,0.45922238
39.473682,4.2105265,210.52632,0.471393
39.473682,4.2105265,231.57895,0.48359755
39.473682,4.2105265,252.63158,0.49582174
39.473682,4.2105265,273.6842,0.5080511
39.473682,4.2105265,294.73685,0.5202706
39.473682,4.2105265,315.78946,0.532466
39.473682,4.2105265,336.8421,0.5446229
39.473682,4.2105265,357.89474,0.55672663
39.473682,4.2105265,378.94736,0.5687634
39.473682,4.2105265,400.0,0.5807196
39.473682,6.3157897,0.0,0.266372
39.473682,6.3157897,21.052631,0.34086126
39.473682,6.3157897,42.105263,0.35360077
39.473682,6.3157897,63.157894,0.36954057
39.473682,6.3157897,84.210526,0.38600773
39.473682,6.3157897,105.26316,0.40412995
39.473682,6.3157897,126.31579,0.42056847
39.473682,6.3157897,147.36842,0.4334966
39.473682,6.3157897,168.42105,0.44555068
39.473682,6.3157897,189.47368,0.45766926
39.473682,6.3157897,210.52632,0.46983474
39.473682,6.3157897,231.57895,0.48203582
39.473682,6.3157897,252.63158,0.49425858
39.473682,6.3157897,273.6842,0.50648797
39.473682,6.3157897,294.73685,0.5187094
39.473682,6.3157897,315.78946,0.53090894
39.473682,6.3157897,336.8421,0.54307127
39.473682,6.3157897,357.89474,0.5551829
39.473682,6.3157897,378.94736,0.567229
39.473682,6.3157897,400.0,0.5791963
39.473682,8.421053,0.0,0.2665788
39.473682,8.421053,21.052631,0.3397558
39.473682,8.421053,42.105263,0.35226217
39.473682,8.421053,63.157894,0.36808524
39.473682,8.421053,84.210526,0.38452712
39.473682,8.421053,105.26316,0.4025262
39.473682,8.421053,126.31579,0.4193958
39.473682,8.421053,147.36842,0.43196088
39.473682,8.421053,168.42105,0.44400576
39.473682,8.421053,189.47368,0.45611688
39.473682,8.421053,210.52632,0.4682774
39.473682,8.421053,231.57895,0.4804747
39.473682,8.421053,252.63158,0.49269527
39.473682,8.421053,273.6842,0.5049249
39.473682,8.421053,294.73685,0.5171482
39.473682,8.421053,315.78946,0.5293514
39.473682,8.421053,336.8421,0.54151917
39.473682,8.421053,357.89474,0.55363786
39.473682,8.421053,378.94736,0.5656932
39.473682,8.421053,400.0,0.5776711
39.473682,10.526316,0.0,0.26696894
39.473682,10.526316,21.052631,0.33865207
39.473682,10.526316,42.105263,0.35092586
39.473682,10.526316,63.157894,0.36663234
39.473682,10.526316,84.210526,0.3830486
39.473682,10.526316,105.26316,0.40092444
39.473682,10.526316,126.31579,0.41822404
39.473682,10.526316,147.36842,0.4304265
39.473682,10.526316,168.42105,0.44246206
39.473682,10.526316,189.47368,0.4545653
39.473682,10.526316,210.52632,0.46672058
39.473682,10.526316,231.57895,0.47891384
39.473682,10.526316,252.63158,0.49113238
39.473682,10.526316,273.6842,0.5033615
39.473682,10.526316,294.73685,0.51558656
39.473682,10.526316,315.78946,0.527793
39.473682,10.526316,336.8421,0.53996617
39.473682,10.526316,357.89474,0.55209184
39.473682,10.526316,378.94736,0.564156
39.473682,10.526316,400.0,0.5761445
39.473682,12.631579,0.0,0.26735455
39.473682,12.631579,21.052631,0.33755007
39.473682,12.631579,42.105263,0.34959194
39.473682,12.631579,63.157894,0.36518186
39.473682,12.631579,84.210526,0.3815724
39.473682,12.631579,105.26316,0.39932486
39.473682,12.631579,126.31579,0.41691267
39.473682,12.631579,147.36842,0.42889342
39.473682,12.631579,168.42105,0.44091904
39.473682,12.631579,189.47368,0.45301455
39.473682,12.631579,210.52632,0.46516442
39.473682,12.631579,231.57895,0.47735342
39.473682,12.631579,252.63158,0.48956957
39.473682,12.631579,273.6842,0.5017981
39.473682,12.631579,294.73685,0.51402444
39.473682,12.631579,315.78946,0.52623415
39.473682,12.631579,336.8421,0.5384124
39.473682,12.631579,357.89474,0.55054486
39.473682,12.631579,378.94736,0.5626176
39.473682,12.631579,400.0,0.57461697
39.473682,14.736842,0.0,0.2677405
39.473682,14.736842,21.052631,0.33676547
39.473682,14.736842,42.105263,0.34826034
39.473682,14.736842,63.157894,0.3637338
39.473682,14.736842,84.210526,0.38009828
39.473682,14.736842,105.26316,0.39772737
39.473682,14.736842,126.31579,0.41530913
39.473682,14.736842,147.36842,0.42736176
39.473682,14.736842,168.42105,0.4393776
39.473682,14.736842,189.47368,0.4514649
39.473682,14.736842,210.52632,0.4636089
39.473682,14.736842,231.57895,0.47579345
39.473682,14.736842,252.63158,0.48800695
39.473682,14.736842,273.6842,0.50023466
39.473682,14.736842,294.73685,0.51246214
39.473682,14.736842,315.78946,0.52467483
39.473682,14.736842,336.8421,0.5368578
39.473682,14.736842,357.89474,0.5489972
39.473682,14.736842,378.94736,0.5610783
39.473682,14.736842,400.0,0.57308745
39.473682,16.842106,0.0,0.26901674
39.473682,16.842106,21.052631,0.33628651
39.473682,16.842106,42.105263,0.34693104
39.473682,16.842106,63.157894,0.3623013
39.473682,16.842106,84.210526,0.3786263
39.473682,16.842106,105.26316,0.39613217
39.473682,16.842106,126.31579,0.41338807
39.473682,16.842106,147.36842,0.4258315
39.473682,16.842106,168.42105,0.43783712
39.473682,16.842106,189.47368,0.44991612
39.473682,16.842106,210.52632,0.46205416
39.473682,16.842106,231.57895,0.474234
39.473682,16.842106,252.63158,0.48644438
39.473682,16.842106,273.6842,0.49867126
39.473682,16.842106,294.73685,0.5108996
39.473682,16.842106,315.78946,0.5231151
39.473682,16.842106,336.8421,0.5353024
39.473682,16.842106,357.89474,0.54744816
39.473682,16.842106,378.94736,0.5595375
39.473682,16.842106,400.0,0.5715568
39.473682,18.947369,0.0,0.27054247
39.473682,18.947369,21.052631,0.33640477
39.473682,18.947369,42.105263,0.34611356
39.473682,18.947369,63.157894,0.36103398
39.473682,18.947369,84.210526,0.37715665
39.473682,18.947369,105.26316,0.39438203
39.473682,18.947369,126.31579,0.41130933
39.473682,18.947369,147.36842,0.4243025
39.473682,18.947369,168.42105,0.43629795
39.473682,18.947369,189.47368,0.44836837
39.473682,18.947369,210.52632,0.4604998
39.473682,18.947369,231.57895,0.47267497
39.473682,18.947369,252.63158,0.48488218
39.473682,18.947369,273.6842,0.4971079
39.473682,18.947369,294.73685,0.5093368
39.473682,18.947369,315.78946,0.52155465
39.473682,18.947369,336.8421,0.5337465
39.473682,18.947369,357.89474,0.5458984
39.473682,18.947369,378.94736,0.55799615
39.473682,18.947369,400.0,0.5700247
39.473682,21.052631,0.0,0.27204168
39.473682,21.052631,21.052631,0.33652303
39.473682,21.052631,42.105263,0.34588787
39.473682,21.052631,63.157894,0.36045903
39.473682,21.052631,84.210526,0.37612584
39.473682,21.052631,105.26316,0.39233488
39.473682,21.052631,126.31579,0.4092337
39.473682,21.052631,147.36842,0.42277518
39.473682,21.052631,168.42105,0.43476003
39.473682,21.052631,189.47368,0.44682136
39.473682,21.052631,210.52632,0.45894587
39.473682,21.052631,231.57895,0.47111648
39.473682,21.052631,252.63158,0.48332044
39.473682,21.052631,273.6842,0.4955446
39.473682,21.052631,294.73685,0.50777376
39.473682,21.052631,315.78946,0.51999414
39.473682,21.052631,336.8421,0.53218997
39.473682,21.052631,357.89474,0.54434776
39.473682,21.052631,378.94736,0.55645305
39.473682,21.052631,400.0,0.56849134
39.473682,23.157894,0.0,0.27391857
39.473682,23.157894,21.052631,0.33664134
39.473682,23.157894,42.105263,0.3457872
39.473682,23.157894,63.157894,0.3598845
39.473682,23.157894,84.210526,0.3754495
39.473682,23.157894,105.26316,0.39104933
39.473682,23.157894,126.31579,0.40749875
39.473682,23.157894,147.36842,0.42124924
39.473682,23.157894,168.42105,0.4332232
39.473682,23.157894,189.47368,0.44527566
39.473682,23.157894,210.52632,0.45739272
39.473682,23.157894,231.57895,0.46955872
39.473682,23.157894,252.63158,0.48175892
39.473682,23.157894,273.6842,0.4939814
39.473682,23.157894,294.73685,0.5062106
39.473682,23.157894,315.78946,0.51843286
39.473682,23.157894,336.8421,0.5306328
39.473682,23.157894,357.89474,0.5427961
39.473682,23.157894,378.94736,0.55490893
39.473682,23.157894,400.0,0.56695646
39.473682,25.263159,0.0,0.27647474
39.473682,25.263159,21.052631,0.33683252
39.473682,25.263159,42.105263,0.34565532
39.473682,25.263159,63.157894,0.35931033
39.473682,25.263159,84.210526,0.3746
39.473682,25.263159,105.26316,0.38976955
39.473682,25.263159,126.31579,0.4062011
39.473682,25.263159,147.36842,0.42027232
39.473682,25.263159,168.42105,0.43188894
39.473682,25.263159,189.47368,0.44373098
39.473682,25.263159,210.52632,0.45584074
39.473682,25.263159,231.57895,0.46800143
39.473682,25.263159,252.63158,0.4801979
39.473682,25.263159,273.6842,0.49241814
39.473682,25.263159,294.73685,0.50464755
39.473682,25.263159,315.78946,0.51687133
39.473682,25.263159,336.8421,0.5290748
39.473682,25.263159,357.89474,0.54124373
39.473682,25.263159,378.94736,0.5533637
39.473682,25.263159,400.0,0.5654206
39.473682,27.368422,0.0,0.2794086
39.473682,27.368422,21.052631,0.3372571
39.473682,27.368422,42.105263,0.34552348
39.473682,27.368422,63.157894,0.35908556
39.473682,27.368422,84.210526,0.37348688
39.473682,27.368422,105.26316,0.38849136
39.473682,27.368422,126.31579,0.4049047
39.473682,27.368422,147.36842,0.4193718
39.473682,27.368422,168.42105,0.43098214
39.473682,27.368422,189.47368,0.44266865
39.473682,27.368422,210.52632,0.45441902
39.473682,27.368422,231.57895,0.46644452
39.473682,27.368422,252.63158,0.47863716
39.473682,27.368422,273.6842,0.49085513
39.473682,27.368422,294.73685,0.50308406
39.473682,27.368422,315.78946,0.5153097
39.473682,27.368422,336.8421,0.5275165
39.473682,27.368422,357.89474,0.53969043
39.473682,27.368422,378.94736,0.55181766
39.473682,27.368422,400.0,0.56388324
39.473682,29.473684,0.0,0.2822209
39.473682,29.473684,21.052631,0.33782434
39.473682,29.473684,42.105263,0.34539157
39.473682,29.473684,63.157894,0.35899097
39.473682,29.473684,84.210526,0.37237513
39.473682,29.473684,105.26316,0.3872146
39.473682,29.473684,126.31579,0.40360963
39.473682,29.473684,147.36842,0.4184718
39.473682,29.473684,168.42105,0.43007556
39.473682,29.473684,189.47368,0.4417567
39.473682,29.473684,210.52632,0.45350268
39.473682,29.473684,231.57895,0.46530056
39.473682,29.473684,252.63158,0.47713327
39.473682,29.473684,273.6842,0.48929247
39.473682,29.473684,294.73685,0.5015209
39.473682,29.473684,315.78946,0.5137473
39.473682,29.473684,336.8421,0.52595747
39.473682,29.473684,357.89474,0.5381365
39.473682,29.473684,378.94736,0.5502707
39.473682,29.473684,400.0,0.5623446
39.473682,31.578947,0.0,0.2848333
39.473682,31.578947,21.052631,0.3383921
39.473682,31.578947,42.105263,0.34525976
39.473682,31.578947,63.157894,0.35870323
39.473682,31.578947,84.210526,0.3712741
39.473682,31.578947,105.26316,0.38600776
39.473682,31.578947,126.31579,0.40231588
39.473682,31.578947,147.36842,0.41749588
39.473682,31.578947,168.42105,0.42916963
39.473682,31.578947,189.47368,0.4408451
39.473682,31.578947,210.52632,0.45258653
39.473682,31.578947,231.57895,0.46438083
39.473682,31.578947,252.63158,0.47621235
39.473682,31.578947,273.6842,0.48806953
39.473682,31.578947,294.73685,0.49995744
39.473682,31.578947,315.78946,0.5121849
39.473682,31.578947,336.8421,0.52439797
39.473682,31.578947,357.89474,0.5365819
39.473682,31.578947,378.94736,0.5487223
39.473682,31.578947,400.0,0.5608049
39.473682,33.68421,0.0,0.28751317
39.473682,33.68421,21.052631,0.33896035
39.473682,33.68421,42.105263,0.34512794
39.473682,33.68421,63.157894,0.35817856
39.473682,33.68421,84.210526,0.3705797
39.473682,33.68421,105.26316,0.38488165
39.473682,33.68421,126.31579,0.4010235
39.473682,33.68421,147.36842,0.41651356
39.473682,33.68421,168.42105,0.42826408
39.473682,33.68421,189.47368,0.43993405
39.473682,33.68421,210.52632,0.45167056
39.473682,33.68421,231.57895,0.46346137
39.473682,33.68421,252.63158,0.47529152
39.473682,33.68421,273.6842,0.48714688
39.473682,33.68421,294.73685,0.49901667
39.473682,33.68421,315.78946,0.5108878
39.473682,33.68421,336.8421,0.522838
39.473682,33.68421,357.89474,0.5350265
39.473682,33.68421,378.94736,0.5471734
39.473682,33.68421,400.0,0.55926424
39.473682,35.789474,0.0,0.29027736
39.473682,35.789474,21.052631,0.339529
39.473682,35.789474,42.105263,0.34499615
39.473682,35.789474,63.157894,0.3576542
39.473682,35.789474,84.210526,0.37004766
39.473682,35.789474,105.26316,0.38375673
39.473682,35.789474,126.31579,0.39973253
39.473682,35.789474,147.36842,0.41553184
39.473682,35.789474,168.42105,0.42735898
39.473682,35.789474,189.47368,0.43902314
39.473682,35.789474,210.52632,0.45075518
39.473682,35.789474,231.57895,0.4625419
39.473682,35.789474,252.63158,0.4743707
39.473682,35.789474,273.6842,0.48622453
39.473682,35.789474,294.73685,0.49809363
39.473682,35.789474,315.78946,0.50996506
39.473682,35.789474,336.8421,0.52182513
39.473682,35.789474,357.89474,0.53366077
39.473682,35.789474,378.94736,0.5456233
39.473682,35.789474,400.0,0.5577221
39.473682,37.894737,0.0,0.29297635
39.473682,37.894737,21.052631,0.3401243
39.473682,37.894737,42.105263,0.34465256
39.473682,37.894737,63.157894,0.35713014
39.473682,37.894737,84.210526,0.3695159
39.473682,37.894737,105.26316,0.38263303
39.473682,37.894737,126.31579,0.398443
39.473682,37.894737,147.36842,0.41455072
39.473682,37.894737,168.42105,0.42645454
39.473682,37.894737,189.47368,0.43811277
39.473682,37.894737,210.52632,0.44983983
39.473682,37.894737,231.57895,0.461623
39.473682,37.894737,252.63158,0.47344914
39.473682,37.894737,273.6842,0.48530227
39.473682,37.894737,294.73685,0.49717057
39.473682,37.894737,315.78946,0.5090424
39.473682,37.894737,336.8421,0.52090377
39.473682,37.894737,357.89474,0.5327419
39.473682,37.894737,378.94736,0.54454315
39.473682,37.894737,400.0,0.5562944
39.473682,40.0,0.0,0.29526442
39.473682,40.0,21.052631,0.3408114
39.473682,40.0,42.105263,0.3440986
39.473682,40.0,63.157894,0.35660645
39.473682,40.0,84.210526,0.36898452
39.473682,40.0,105.26316,0.38187867
39.473682,40.0,126.31579,0.39715487
39.473682,40.0,147.36842,0.41357043
39.473682,40.0,168.42105,0.4255503
39.473682,40.0,189.47368,0.43720293
39.473682,40.0,210.52632,0.44892514
39.473682,40.0,231.57895,0.46070415
39.473682,40.0,252.63158,0.47252747
39.473682,40.0,273.6842,0.4843799
39.473682,40.0,294.73685,0.49624765
39.473682,40.0,315.78946,0.5081197
39.473682,40.0,336.8421,0.51998246
39.473682,40.0,357.89474,0.53182274
39.473682,40.0,378.94736,0.54362744
39.473682,40.0,400.0,0.55538297
47.36842,0.0,0.0,0.25626215
47.36842,0.0,21.052631,0.33181754
47.36842,0.0,42.105263,0.34621865
47.36842,0.0,63.157894,0.36205274
47.36842,0.0,84.210526,0.3783865
47.36842,0.0,105.26316,0.3959986
47.36842,0.0,126.31579,0.41332486
47.36842,0.0,147.36842,0.4262782
47.36842,0.0,168.42105,0.4393337
47.36842,0.0,189.47368,0.45199364
47.36842,0.0,210.52632,0.46413702
47.36842,0.0,231.57895,0.47632325
47.36842,0.0,252.63158,0.48853734
47.36842,0.0,273.6842,0.50076556
47.36842,0.0,294.73685,0.51299274
47.36842,0.0,315.78946,0.52520424
47.36842,0.0,336.8421,0.5373857
47.36842,0.0,357.89474,0.54952276
47.36842,0.0,378.94736,0.5616014
47.36842,0.0,400.0,0.57360697
47.36842,2.1052632,0.0,0.25674266
47.36842,2.1052632,21.052631,0.3305561
47.36842,2.1052632,42.105263,0.34484357
47.36842,2.1052632,63.157894,0.36061013
47.36842,2.1052632,84.210526,0.37691715
47.36842,2.1052632,105.26316,0.39440572
47.36842,2.1052632,126.31579,0.41215798
47.36842,2.1052632,147.36842,0.42510143
47.36842,2.1052632,168.42105,0.43814826
47.36842,2.1052632,189.47368,0.4504448
47.36842,2.1052632,210.52632,0.46258205
47.36842,2.1052632,231.57895,0.47476363
47.36842,2.1052632,252.63158,0.486975
47.36842,2.1052632,273.6842,0.49920198
47.36842,2.1052632,294.73685,0.51143014
47.36842,2.1052632,315.78946,0.52364457
47.36842,2.1052632,336.8421,0.5358307
47.36842,2.1052632,357.89474,0.54797417
47.36842,2.1052632,378.94736,0.56006086
47.36842,2.1052632,400.0,0.5720765
47.36842,4.2105265,0.0,0.2572103
47.36842,4.2105265,21.052631,0.32950744
47.36842,4.2105265,42.105263,0.34348235
47.36842,4.2105265,63.157894,0.3591699
47.36842,4.2105265,84.210526,0.37545013
47.36842,4.2105265,105.26316,0.39281517
47.36842,4.2105265,126.31579,0.410865
47.36842,4.2105265,147.36842,0.42392528
47.36842,4.2105265,168.42105,0.4368234
47.36842,4.2105265,189.47368,0.4488967
47.36842,4.2105265,210.52632,0.46102795
47.36842,4.2105265,231.57895,0.4732044
47.36842,4.2105265,252.63158,0.48541287
47.36842,4.2105265,273.6842,0.49763864
47.36842,4.2105265,294.73685,0.5098675
47.36842,4.2105265,315.78946,0.52208436
47.36842,4.2105265,336.8421,0.53427494
47.36842,4.2105265,357.89474,0.5464246
47.36842,4.2105265,378.94736,0.55851954
47.36842,4.2105265,400.0,0.5705451
47.36842,6.3157897,0.0,0.25759155
47.36842,6.3157897,21.052631,0.3284913
47.36842,6.3157897,42.105263,0.34216174
47.36842,6.3157897,63.157894,0.35776582
47.36842,6.3157897,84.210526,0.37398535
47.36842,6.3157897,105.26316,0.39122665
47.36842,6.3157897,126.31579,0.4093829
47.36842,6.3157897,147.36842,0.42275
47.36842,6.3157897,168.42105,0.4352849
47.36842,6.3157897,189.47368,0.4473494
47.36842,6.3157897,210.52632,0.45947418
47.36842,6.3157897,231.57895,0.47164562
47.36842,6.3157897,252.63158,0.48385078
47.36842,6.3157897,273.6842,0.49607545
47.36842,6.3157897,294.73685,0.50830466
47.36842,6.3157897,315.78946,0.5205239
47.36842,6.3157897,336.8421,0.5327185
47.36842,6.3157897,357.89474,0.5448744
47.36842,6.3157897,378.94736,0.55697685
47.36842,6.3157897,400.0,0.56901217
47.36842,8.421053,0.0,0.25797313
47.36842,8.421053,21.052631,0.32784566
47.36842,8.421053,42.105263,0.34084362
47.36842,8.421053,63.157894,0.35636973
47.36842,8.421053,84.210526,0.37252292
47.36842,8.421053,105.26316,0.38964066
47.36842,8.421053,126.31579,0.40786317
47.36842,8.421053,147.36842,0.42157575
47.36842,8.421053,168.42105,0.43374762
47.36842,8.421053,189.47368,0.4458033
47.36842,8.421053,210.52632,0.45792136
47.36842,8.421053,231.57895,0.4700875
47.36842,8.421053,252.63158,0.48228928
47.36842,8.421053,273.6842,0.49451196
47.36842,8.421053,294.73685,0.50674134
47.36842,8.421053,315.78946,0.5189629
47.36842,8.421053,336.8421,0.53116137
47.36842,8.421053,357.89474,0.54332316
47.36842,8.421053,378.94736,0.5554333
47.36842,8.421053,400.0,0.5674776
47.36842,10.526316,0.0,0.25877398
47.36842,10.526316,21.052631,0.3272007
47.36842,10.526316,42.105263,0.33952793
47.36842,10.526316,63.157894,0.35497618
47.36842,10.526316,84.210526,0.37106282
47.36842,10.526316,105.26316,0.38805693
47.36842,10.526316,126.31579,0.4062547
47.36842,10.526316,147.36842,0.420245
47.36842,10.526316,168.42105,0.43221182
47.36842,10.526316,189.47368,0.4442583
47.36842,10.526316,210.52632,0.4563695
47.36842,10.526316,231.57895,0.46853
47.36842,10.526316,252.63158,0.48072803
47.36842,10.526316,273.6842,0.492949
47.36842,10.526316,294.73685,0.5051784
47.36842,10.526316,315.78946,0.51740164
47.36842,10.526316,336.8421,0.52960384
47.36842,10.526316,357.89474,0.541771
47.36842,10.526316,378.94736,0.5538886
47.36842,10.526316,400.0,0.56594247
47.36842,12.631579,0.0,0.26026404
47.36842,12.631579,21.052631,0.32718056
47.36842,12.631579,42.105263,0.33849233
47.36842,12.631579,63.157894,0.3535851
47.36842,12.631579,84.210526,0.36960497
47.36842,12.631579,105.26316,0.38647556
47.36842,12.631579,126.31579,0.40464827
47.36842,12.631579,147.36842,0.4187216
47.36842,12.631579,168.42105,0.43067726
47.36842,12.631579,189.47368,0.4427142
47.36842,12.631579,210.52632,0.45481852
47.36842,12.631579,231.57895,0.46697313
47.36842,12.631579,252.63158,0.4791669
47.36842,12.631579,273.6842,0.4913859
47.36842,12.631579,294.73685,0.50361514
47.36842,12.631579,315.78946,0.51584
47.36842,12.631579,336.8421,0.5280457
47.36842,12.631579,357.89474,0.5402181
47.36842,12.631579,378.94736,0.552343
47.36842,12.631579,400.0,0.5644056
47.36842,14.736842,0.0,0.2617579
47.36842,14.736842,21.052631,0.3272972
47.36842,14.736842,42.105263,0.33840027
47.36842,14.736842,63.157894,0.35273796
47.36842,14.736842,84.210526,0.36826435
47.36842,14.736842,105.26316,0.38489664
47.36842,14.736842,126.31579,0.40304378
47.36842,14.736842,147.36842,0.41719967
47.36842,14.736842,168.42105,0.4291439
47.36842,14.736842,189.47368,0.44117123
47.36842,14.736842,210.52632,0.453268
47.36842,14.736842,231.57895,0.4654169
47.36842,14.736842,252.63158,0.47760656
47.36842,14.736842,273.6842,0.48982307
47.36842,14.736842,294.73685,0.5020518
47.36842,14.736842,315.78946,0.5142779
47.36842,14.736842,336.8421,0.5264868
47.36842,14.736842,357.89474,0.5386643
47.36842,14.736842,378.94736,0.5507961
47.36842,14.736842,400.0,0.5628676
47.36842,16.842106,0.0,0.2632573
47.36842,16.842106,21.052631,0.3274139
47.36842,16.842106,42.105263,0.33830827
47.36842,16.842106,63.157894,0.35211888
47.36842,16.842106,84.210526,0.3675938
47.36842,16.842106,105.26316,0.3837654
47.36842,16.842106,126.31579,0.40123466
47.36842,16.842106,147.36842,0.4156793
47.36842,16.842106,168.42105,0.42761204
47.36842,16.842106,189.47368,0.4396294
47.36842,16.842106,210.52632,0.4517182
47.36842,16.842106,231.57895,0.46386135
47.36842,16.842106,252.63158,0.4760465
47.36842,16.842106,273.6842,0.48826036
47.36842,16.842106,294.73685,0.5004883
47.36842,16.842106,315.78946,0.5127157
47.36842,16.842106,336.8421,0.5249276
47.36842,16.842106,357.89474,0.53711003
